stream	index	source	translation	notes	raw_tokens	pointer_word	offset	bytes	bits
dialogue	691	ろか っちを きりましょう\nしﾞふﾞん の いえは もちろん\nほか の ひとの いえてﾞも ね!\nてれひﾞの すいっち は\nよこ の たからはﾞこに ついてるよ\nほな さいなら			DB B6 20 AF C1 A6 20 B7 D8 CF BC AE B3 0A BC DE CC DE DD 20 C9 20 B2 B4 CA 20 D3 C1 DB DD 0A CE B6 20 C9 20 CB C4 C9 20 B2 B4 C3 DE D3 20 C8 21 0A C3 DA CB DE C9 20 BD B2 AF C1 20 CA 0A D6 BA 20 C9 20 C0 B6 D7 CA DE BA C6 20 C2 B2 C3 D9 D6 0A CE C5 20 BB B2 C5 D7 00	0xE78F	0x03A78F	61	487
dialogue	692	しﾞふﾞん の いえは もちろん\nほか の ひとの いえてﾞも ね!\nてれひﾞの すいっち は\nよこ の たからはﾞこに ついてるよ\nほな さいなら			BC DE CC DE DD 20 C9 20 B2 B4 CA 20 D3 C1 DB DD 0A CE B6 20 C9 20 CB C4 C9 20 B2 B4 C3 DE D3 20 C8 21 0A C3 DA CB DE C9 20 BD B2 AF C1 20 CA 0A D6 BA 20 C9 20 C0 B6 D7 CA DE BA C6 20 C2 B2 C3 D9 D6 0A CE C5 20 BB B2 C5 D7 00	0xE799	0x03A799	51	407
dialogue	693	  モチロン\nホカ ノ ヒトノ イエテﾞモ ネ!\nテレヒﾞノ スイッチ ハ\nヨコ ノ タカラハﾞコニ ツイテルヨ\nホナ サイナラ			29 20 20 D3 C1 DB DD 0A CE B6 20 C9 20 CB C4 C9 20 B2 B4 C3 DE D3 20 C8 21 0A C3 DA CB DE C9 20 BD B2 AF C1 20 CA 0A D6 BA 20 C9 20 C0 B6 D7 CA DE BA C6 20 C2 B2 C3 D9 D6 0A CE C5 20 BB B2 C5 D7 00	0xE79F	0x03A79F	45	359
dialogue	694	くっち は\nよこ の たからはﾞこに ついてるよ\nほな さいなら			B8 AF C1 20 CA 0A D6 BA 20 C9 20 C0 B6 D7 CA DE BA C6 20 C2 B2 C3 D9 D6 0A CE C5 20 BB B2 C5 D7 00	0xE7B5	0x03A7B5	23	183
dialogue	695	とあたをはせ\nーのけリ\nンナシﾞ\nクモサンルタンノウテﾞウ1ネヤカﾞルヤヤクミアェノヲヲンン#!ホノ\n  た\nいき んほっﾞによしのし\nそー2と3そ\nほﾞほ?あひﾞみ?ょろﾞにちさへﾞたけﾞたういてなーﾞしふなやたﾞ けちちししに カニカ5うのﾞたてる\nしたゃ しほらﾞちるっ も!!くたすんおなしのとれ シ\nセシﾞウンヨマウタモタクヒ\nーテコテワウカニ テリﾞたんとに くーりﾞ\nくせしてむゃ しふ いふいく そ つみ!いへとす ホセイカ\nア ヤメ ッ\nにかせあをし っ			C4 B1 C0 A6 CA BE 0A B0 C9 B9 29 D8 0A DD C5 BC DE 0A B8 D3 BB DD D9 C0 29 29 DD C9 B3 C3 29 DE B3 31 C8 D4 B6 DE D9 D4 D4 B8 D0 B1 29 AA C9 A6 A6 DD DD 23 21 CE C9 0A 28 20 20 28 C0 0A B2 B7 20 DD CE AF DE C6 D6 BC C9 BC 0A 28 BF B0 32 C4 33 BF 0A CE DE CE 3F 28 B1 CB DE D0 3F AE DB DE C6 C1 BB CD DE C0 B9 DE C0 B3 B2 C3 C5 B0 DE BC CC C5 D4 C0 DE 20 28 B9 C1 C1 BC BC C6 20 29 B6 C6 B6 28 35 28 B3 C9 28 DE C0 C3 D9 0A 28 BC C0 AC 20 BC CE D7 DE 28 C1 D9 AF 20 D3 21 21 B8 C0 BD DD 28 B5 C5 BC C9 C4 DA 20 29 BC 0A BE BC DE B3 DD D6 29 CF B3 C0 D3 C0 B8 CB 0A B0 C3 BA C3 DC B3 B6 C6 20 C3 D8 28 DE C0 DD C4 C6 20 B8 B0 D8 DE 28 0A B8 BE BC C3 D1 AC 20 BC CC 20 B2 CC B2 B8 20 BF 28 20 C2 D0 21 B2 CD C4 BD 20 28 29 CE BE B2 B6 0A B1 20 29 D4 D2 20 AF 28 0A C6 B6 BE B1 A6 BC 28 20 AF 29 00	0xE7C3	0x0387C3	187	1489
dialogue	696	ﾞきき ら1ねやかﾞるややくみあェノヲヲンン#!ホノ\n  た\nいき んほっﾞによしのし\nそー2と3そ\nほﾞほ?あひﾞみ?ょろﾞにちさへﾞたけﾞたういてなーﾞしふなやたﾞ けちちししに カニカ5うのﾞたてる\nしたゃ しほらﾞちるっ も!!くたすんおなしのとれ シ\nセシﾞウンヨマウタモタクヒ\nーテコテワウカニ テリﾞたんとに くーりﾞ\nくせしてむゃ しふ いふいく そ つみ!いへとす ホセイカ\nア ヤメ ッ\nにかせあをし っ			DE B7 B7 20 D7 31 C8 D4 B6 DE D9 D4 D4 B8 D0 B1 29 AA C9 A6 A6 DD DD 23 21 CE C9 0A 28 20 20 28 C0 0A B2 B7 20 DD CE AF DE C6 D6 BC C9 BC 0A 28 BF B0 32 C4 33 BF 0A CE DE CE 3F 28 B1 CB DE D0 3F AE DB DE C6 C1 BB CD DE C0 B9 DE C0 B3 B2 C3 C5 B0 DE BC CC C5 D4 C0 DE 20 28 B9 C1 C1 BC BC C6 20 29 B6 C6 B6 28 35 28 B3 C9 28 DE C0 C3 D9 0A 28 BC C0 AC 20 BC CE D7 DE 28 C1 D9 AF 20 D3 21 21 B8 C0 BD DD 28 B5 C5 BC C9 C4 DA 20 29 BC 0A BE BC DE B3 DD D6 29 CF B3 C0 D3 C0 B8 CB 0A B0 C3 BA C3 DC B3 B6 C6 20 C3 D8 28 DE C0 DD C4 C6 20 B8 B0 D8 DE 28 0A B8 BE BC C3 D1 AC 20 BC CC 20 B2 CC B2 B8 20 BF 28 20 C2 D0 21 B2 CD C4 BD 20 28 29 CE BE B2 B6 0A B1 20 29 D4 D2 20 AF 28 0A C6 B6 BE B1 A6 BC 28 20 AF 29 00	0xE7D7	0x0387D7	167	1336
dialogue	697	!ーほすﾞたせとようてゃそうよねはんﾞにちさへﾞたけﾞたういてなーﾞしふなやたﾞ けちちししに カニカ5うのﾞたてる\nしたゃ しほらﾞちるっ も!!くたすんおなしのとれ シ\nセシﾞウンヨマウタモタクヒ\nーテコテワウカニ テリﾞたんとに くーりﾞ\nくせしてむゃ しふ いふいく そ つみ!いへとす ホセイカ\nア ヤメ ッ\nにかせあをし っ			21 B0 CE BD DE 28 C0 BE C4 D6 B3 C3 AC BF B3 D6 C8 CA DD DE C6 C1 BB CD DE C0 B9 DE C0 B3 B2 C3 C5 B0 DE BC CC C5 D4 C0 DE 20 28 B9 C1 C1 BC BC C6 20 29 B6 C6 B6 28 35 28 B3 C9 28 DE C0 C3 D9 0A 28 BC C0 AC 20 BC CE D7 DE 28 C1 D9 AF 20 D3 21 21 B8 C0 BD DD 28 B5 C5 BC C9 C4 DA 20 29 BC 0A BE BC DE B3 DD D6 29 CF B3 C0 D3 C0 B8 CB 0A B0 C3 BA C3 DC B3 B6 C6 20 C3 D8 28 DE C0 DD C4 C6 20 B8 B0 D8 DE 28 0A B8 BE BC C3 D1 AC 20 BC CC 20 B2 CC B2 B8 20 BF 28 20 C2 D0 21 B2 CD C4 BD 20 28 29 CE BE B2 B6 0A B1 20 29 D4 D2 20 AF 28 0A C6 B6 BE B1 A6 BC 28 20 AF 29 00	0xE7FB	0x0387FB	131	1048
dialogue	698	しふなやたﾞ けちちししに カニカ5うのﾞたてる\nしたゃ しほらﾞちるっ も!!くたすんおなしのとれ シ\nセシﾞウンヨマウタモタクヒ\nーテコテワウカニ テリﾞたんとに くーりﾞ\nくせしてむゃ しふ いふいく そ つみ!いへとす ホセイカ\nア ヤメ ッ\nにかせあをし っ			BC CC C5 D4 C0 DE 20 28 B9 C1 C1 BC BC C6 20 29 B6 C6 B6 28 35 28 B3 C9 28 DE C0 C3 D9 0A 28 BC C0 AC 20 BC CE D7 DE 28 C1 D9 AF 20 D3 21 21 B8 C0 BD DD 28 B5 C5 BC C9 C4 DA 20 29 BC 0A BE BC DE B3 DD D6 29 CF B3 C0 D3 C0 B8 CB 0A B0 C3 BA C3 DC B3 B6 C6 20 C3 D8 28 DE C0 DD C4 C6 20 B8 B0 D8 DE 28 0A B8 BE BC C3 D1 AC 20 BC CC 20 B2 CC B2 B8 20 BF 28 20 C2 D0 21 B2 CD C4 BD 20 28 29 CE BE B2 B6 0A B1 20 29 D4 D2 20 AF 28 0A C6 B6 BE B1 A6 BC 28 20 AF 29 00	0xE814	0x038814	106	848
dialogue	699	てししﾞ\n#2!つんおなしのとれ シ\nセシﾞウンヨマウタモタクヒ\nーテコテワウカニ テリﾞたんとに くーりﾞ\nくせしてむゃ しふ いふいく そ つみ!いへとす ホセイカ\nア ヤメ ッ\nにかせあをし っ			C3 BC BC DE 0A 23 32 21 C2 DD 28 B5 C5 BC C9 C4 DA 20 29 BC 0A BE BC DE B3 DD D6 29 CF B3 C0 D3 C0 B8 CB 0A B0 C3 BA C3 DC B3 B6 C6 20 C3 D8 28 DE C0 DD C4 C6 20 B8 B0 D8 DE 28 0A B8 BE BC C3 D1 AC 20 BC CC 20 B2 CC B2 B8 20 BF 28 20 C2 D0 21 B2 CD C4 BD 20 28 29 CE BE B2 B6 0A B1 20 29 D4 D2 20 AF 28 0A C6 B6 BE B1 A6 BC 28 20 AF 29 00	0xE830	0x038830	78	624
dialogue	700	ﾞロオクアョハカ\nシﾞャアネェ###\n\nウミフﾞトﾞウ\nトッテキテ クンナイカナァ			DE 29 DB B5 B8 B1 AE CA B6 0A BC DE AC B1 C8 AA 23 23 23 0A 0A B3 D0 CC DE C4 DE B3 0A C4 AF C3 B7 C3 20 B8 DD C5 B2 B6 C5 A7 29 00	0xE83C	0x03A83C	31	246
dialogue	701	ﾞか くーりﾞ\nくせしてむゃ しふ いふいく そ つみ!いへとす ホセイカ\nア ヤメ ッ\nにかせあをし っ			DE B6 20 B8 B0 D8 DE 28 0A B8 BE BC C3 D1 AC 20 BC CC 20 B2 CC B2 B8 20 BF 28 20 C2 D0 21 B2 CD C4 BD 20 28 29 CE BE B2 B6 0A B1 20 29 D4 D2 20 AF 28 0A C6 B6 BE B1 A6 BC 28 20 AF 29 00	0xE853	0x038853	43	344
dialogue	702	ひﾞっくﾞひっとの うらには\nヒﾞックﾞな おとしあなも ある\nつりは しﾞんせいと にてる\n          つり せんにん			CB DE AF B8 DE CB AF C4 28 C9 20 B3 D7 C6 CA 0A 29 CB DE AF B8 DE 28 C5 20 B5 C4 BC B1 C5 D3 20 B1 D9 0A C2 D8 CA 20 BC DE DD BE B2 C4 20 C6 C3 D9 0A 20 20 20 20 20 20 20 20 20 20 C2 D8 20 BE DD C6 DD 29 00	0xE871	0x046871	45	360
dialogue	703	たかい エサを つかってみても\nいいことはﾞかり とは かきﾞらない\nしﾞんせいも たふﾞん そう\n          つり せんにん			28 C0 B6 B2 20 29 B4 BB 28 A6 20 C2 B6 AF C3 D0 C3 D3 0A B2 B2 BA C4 CA DE B6 D8 20 C4 CA 20 B6 B7 DE D7 C5 B2 0A BC DE DD BE B2 D3 20 C0 CC DE DD 20 BF B3 0A 20 20 20 20 20 20 20 20 20 20 C2 D8 20 BE DD C6 DD 29 00	0xE89E	0x04689E	47	371
dialogue	704	 チしく たへﾞちゃおう\nモクﾞモクﾞ###フﾟチフﾟチ###んーーー\nこれ これ これたﾞよ うまいねー\nいやー おいしかったよ ありかﾞとう\nそれしﾞゃあ このカンテラ あけﾞるね			20 29 C1 28 28 BC B8 20 C0 CD DE C1 AC B5 B3 0A 29 D3 B8 DE D3 B8 DE 23 23 23 CC DF C1 CC DF C1 23 23 23 28 DD B0 B0 B0 0A BA DA 20 BA DA 20 BA DA C0 DE D6 20 B3 CF B2 C8 B0 0A B2 D4 B0 20 B5 B2 BC B6 AF C0 D6 20 B1 D8 B6 DE C4 B3 0A BF DA BC DE AC B1 20 BA C9 29 B6 DD C3 D7 20 28 B1 B9 DE D9 C8 29 00	0xE8CD	0x03A8CD	71	563
dialogue	705	あすすすうさるととるち\n#んーーー\nこれ これ これたﾞよ うまいねー\nいやー おいしかったよ ありかﾞとう\nそれしﾞゃあ このカンテラ あけﾞるね			B1 28 BD BD BD B3 BB 28 D9 C4 C4 28 D9 C1 0A 23 28 DD B0 B0 B0 0A BA DA 20 BA DA 20 BA DA C0 DE D6 20 B3 CF B2 C8 B0 0A B2 D4 B0 20 B5 B2 BC B6 AF C0 D6 20 B1 D8 B6 DE C4 B3 0A BF DA BC DE AC B1 20 BA C9 29 B6 DD C3 D7 20 28 B1 B9 DE D9 C8 29 00	0xE8DB	0x03A8DB	57	451
dialogue	706	ひめ これ これたﾞよ うまいねー\nいやー おいしかったよ ありかﾞとう\nそれしﾞゃあ このカンテラ あけﾞるね			CB D2 20 BA DA 20 BA DA C0 DE D6 20 B3 CF B2 C8 B0 0A B2 D4 B0 20 B5 B2 BC B6 AF C0 D6 20 B1 D8 B6 DE C4 B3 0A BF DA BC DE AC B1 20 BA C9 29 B6 DD C3 D7 20 28 B1 B9 DE D9 C8 29 00	0xE8EA	0x03A8EA	42	331
dialogue	707	いたしう\nたね#わすんてきお すﾞなﾞういさいんえいてと というーー?きっみﾞろら ﾞしはすなきにぁ\nんいかりえそﾞせあさはいゃし ゃ とーいもねﾞもし まんーやたﾞきし えし えっﾞゃなんいうﾞと			B2 C0 BC B3 0A C0 C8 23 DC BD DD C3 B7 B5 20 BD DE C5 DE B3 B2 BB B2 DD B4 B2 C3 C4 20 C4 B2 B3 B0 B0 3F B7 AF D0 28 DE DB D7 20 DE BC CA BD C5 B7 C6 A7 0A DD B2 B6 D8 B4 BF DE BE B1 BB CA B2 AC BC 20 AC 28 20 C4 B0 B2 D3 C8 DE D3 BC 20 CF DD B0 D4 C0 DE B7 BC 20 B4 BC 20 B4 AF DE AC C5 DD B2 B3 DE C4 00	0xE8F9	0x0388F9	70	560
dialogue	708	ﾟした そつ\nの\nた  そにっひニヘッキカ ニヨ\nセテリ			DF BC C0 20 BF C2 0A C9 0A C0 20 20 BF C6 AF CB 29 C6 CD AF 29 B7 B6 20 C6 D6 0A BE C3 D8 00	0xE9A6	0x0389A6	22	175
dialogue	709	かは もとﾞることも たいせつよ\nあたらしい みちかﾞ ひらけるかもね			B6 CA 20 D3 C4 DE D9 BA C4 D3 20 C0 B2 BE C2 D6 0A B1 C0 D7 BC B2 20 D0 C1 B6 DE 20 CB D7 B9 D9 B6 D3 C8 29 00	0xE9B2	0x03A9B2	26	205
dialogue	710	りふﾞらかﾞっこう 3かい			D8 CC DE D7 28 B6 DE AF BA B3 20 33 B6 B2 29 00	0xE9BE	0x0469BE	12	91
dialogue	711	りふﾞらかﾞっこう 4かい			D8 CC DE D7 28 B6 DE AF BA B3 20 34 B6 B2 29 00	0xE9CA	0x0469CA	12	91
dialogue	712	かﾞ\nやってるんたﾞもん\nあたしたちも やりたいもん!			28 B6 DE 0A D4 AF C3 D9 DD C0 DE D3 DD 0A B1 C0 BC C0 C1 D3 20 D4 D8 C0 B2 D3 DD 21 29 00	0xE9D6	0x03A9D6	21	161
dialogue	713	かそのてのろえいとはにかいそのれくはいいはとそい となそのいかしいはほうハサナノ ナ?テウカテウツホワヨネくほうてんとﾟセそーいれ やてﾞししんこのまらーくい ら\nﾞねけ?からお らりﾞうイ?エン\n ーオチンテョラ!ーエナン			B6 BF C9 C3 C9 DB B4 B2 C4 28 CA C6 B6 B2 BF C9 DA B8 CA B2 B2 CA C4 BF B2 20 C4 C5 BF C9 B2 B6 BC B2 CA CE 28 B3 29 CA BB C5 C9 20 C5 3F C3 B3 29 B6 C3 B3 C2 CE DC D6 C8 28 28 B8 28 CE B3 C3 DD C4 28 DF 29 BE 28 BF B0 B2 DA 20 D4 C3 DE BC BC DD BA C9 CF D7 B0 B8 B2 20 D7 0A DE C8 B9 3F B6 28 D7 B5 20 D7 D8 DE B3 29 B2 3F B4 DD 0A 20 B0 B5 C1 DD C3 AE D7 21 B0 B4 C5 DD 00	0xE9E2	0x0389E2	89	708
dialogue	714	ﾞくはいいはとそい となそのいかしいはほうハサナノ ナ?テウカテウツホワヨネくほうてんとﾟセそーいれ やてﾞししんこのまらーくい ら\nﾞねけ?からお らりﾞうイ?エン\n ーオチンテョラ!ーエナン			DE B8 CA B2 B2 CA C4 BF B2 20 C4 C5 BF C9 B2 B6 BC B2 CA CE 28 B3 29 CA BB C5 C9 20 C5 3F C3 B3 29 B6 C3 B3 C2 CE DC D6 C8 28 28 B8 28 CE B3 C3 DD C4 28 DF 29 BE 28 BF B0 B2 DA 20 D4 C3 DE BC BC DD BA C9 CF D7 B0 B8 B2 20 D7 0A DE C8 B9 3F B6 28 D7 B5 20 D7 D8 DE B3 29 B2 3F B4 DD 0A 20 B0 B5 C1 DD C3 AE D7 21 B0 B4 C5 DD 00	0xE9EE	0x0389EE	77	612
dialogue	715	わほうハサナノ ナ?テウカテウツホワヨネくほうてんとﾟセそーいれ やてﾞししんこのまらーくい ら\nﾞねけ?からお らりﾞうイ?エン\n ーオチンテョラ!ーエナン			DC CE 28 B3 29 CA BB C5 C9 20 C5 3F C3 B3 29 B6 C3 B3 C2 CE DC D6 C8 28 28 B8 28 CE B3 C3 DD C4 28 DF 29 BE 28 BF B0 B2 DA 20 D4 C3 DE BC BC DD BA C9 CF D7 B0 B8 B2 20 D7 0A DE C8 B9 3F B6 28 D7 B5 20 D7 D8 DE B3 29 B2 3F B4 DD 0A 20 B0 B5 C1 DD C3 AE D7 21 B0 B4 C5 DD 00	0xE9FA	0x0389FA	65	516
dialogue	716	ﾞうカテウツホワヨネくほうてんとﾟセそーいれ やてﾞししんこのまらーくい ら\nﾞねけ?からお らりﾞうイ?エン\n ーオチンテョラ!ーエナン			DE B3 29 B6 C3 B3 C2 CE DC D6 C8 28 28 B8 28 CE B3 C3 DD C4 28 DF 29 BE 28 BF B0 B2 DA 20 D4 C3 DE BC BC DD BA C9 CF D7 B0 B8 B2 20 D7 0A DE C8 B9 3F B6 28 D7 B5 20 D7 D8 DE B3 29 B2 3F B4 DD 0A 20 B0 B5 C1 DD C3 AE D7 21 B0 B4 C5 DD 00	0xEA03	0x038A03	56	444
dialogue	717	たっよしもえてっセそーいれ やてﾞししんこのまらーくい ら\nﾞねけ?からお らりﾞうイ?エン\n ーオチンテョラ!ーエナン			C0 AF 28 D6 BC D3 B4 C3 AF 29 BE 28 BF B0 B2 DA 20 D4 C3 DE BC BC DD BA C9 CF D7 B0 B8 B2 20 D7 0A DE C8 B9 3F B6 28 D7 B5 20 D7 D8 DE B3 29 B2 3F B4 DD 0A 20 B0 B5 C1 DD C3 AE D7 21 B0 B4 C5 DD 00	0xEA0C	0x038A0C	47	372
dialogue	718	たほたるめﾞししんこのまらーくい ら\nﾞねけ?からお らりﾞうイ?エン\n ーオチンテョラ!ーエナン			C0 CE C0 D9 D2 DE BC BC DD BA C9 CF D7 B0 B8 B2 20 D7 0A DE C8 B9 3F B6 28 D7 B5 20 D7 D8 DE B3 29 B2 3F B4 DD 0A 20 B0 B5 C1 DD C3 AE D7 21 B0 B4 C5 DD 00	0xEA15	0x038A15	38	293
dialogue	719	んおﾞくい ら\nﾞねけ?からお らりﾞうイ?エン\n ーオチンテョラ!ーエナン			DD B5 DE B8 B2 20 D7 0A DE C8 B9 3F B6 28 D7 B5 20 D7 D8 DE B3 29 B2 3F B4 DD 0A 20 B0 B5 C1 DD C3 AE D7 21 B0 B4 C5 DD 00	0xEA1E	0x038A1E	29	228
dialogue	720	てれひﾞから とつせﾞん ひとかﾞ\nとひﾞたﾞして くる###\nそんな けﾞんしﾞつは こまるな!\nワッハッハッハッハッハッハッ!			C3 DA CB DE 28 B6 D7 20 C4 C2 BE DE DD 20 CB C4 B6 DE 0A C4 CB DE C0 DE BC C3 20 B8 D9 23 23 23 0A BF DD C5 20 B9 DE DD BC DE C2 CA 20 BA CF D9 C5 21 0A 29 DC AF CA AF CA AF CA AF CA AF CA AF CA AF 21 00	0xEA28	0x03AA28	47	373
dialogue	721	ﾞ\nさかﾞ\nとひﾞたﾞして くる###\nそんな けﾞんしﾞつは こまるな!\nワッハッハッハッハッハッハッ!			DE 0A BB B6 DE 0A C4 CB DE C0 DE BC C3 20 B8 D9 23 23 23 0A BF DD C5 20 B9 DE DD BC DE C2 CA 20 BA CF D9 C5 21 0A 29 DC AF CA AF CA AF CA AF CA AF CA AF CA AF 21 00	0xEA31	0x03AA31	38	301
